120
1, 10
10, 1
1, 18
18, 1
1, 19
19, 1
2, 11
11, 2
2, 9
9, 2
2, 7
7, 2
3, 19
19, 3
3, 5
5, 3
3, 17
17, 3
4, 20
20, 4
4, 6
6, 4
4, 15
15, 4
5, 3
3, 5
5, 19
19, 5
5, 17
17, 5
6, 16
16, 6
6, 20
20, 6
6, 4
4, 6
7, 14
14, 7
7, 11
11, 7
7, 1
1, 7
8, 12
12, 8
8, 14
14, 8
8, 15
15, 8
9, 13
13, 9
9, 11
11, 9
9, 17
17, 9
10, 18
18, 10
10, 19
19, 10
10, 3
3, 10
11, 2
2, 11
11, 9
9, 11
11, 7
7, 11
12, 8
8, 12
12, 14
14, 12
12, 15
15, 12
13, 17
17, 13
13, 9
9, 13
13, 5
5, 13
14, 15
15, 14
14, 12
12, 14
14, 8
8, 14
15, 14
14, 15
15, 20
20, 15
15, 4
4, 15
16, 6
6, 16
16, 20
20, 16
16, 4
4, 16
17, 5
5, 17
17, 13
13, 17
17, 3
3, 17
18, 10
10, 18
18, 19
19, 18
18, 3
3, 18
19, 3
3, 19
19, 5
5, 19
19, 18
18, 19
20, 6
6, 20
20, 4
4, 20
20, 15
15, 20
