nodeID, x_location, y_location, parentID, parent_x_location, parent_y_location
104, 3.360384, 96.60528, 92, 2.251259, 93.11116
388, 3.088955, 97.26511, 92, 2.251259, 93.11116
442, 1.32832, 99.23589, 92, 2.251259, 93.11116
667, 2.053577, 98.82771, 92, 2.251259, 93.11116
799, 0.980225, 93.35919, 92, 2.251259, 93.11116
912, 1.925748, 94.68166, 92, 2.251259, 93.11116
981, 2.585747, 93.767685, 92, 2.251259, 93.11116
246, 35.92282, 40.243355, 192, 41.61586, 40.138683
514, 36.91988, 42.923855, 192, 41.61586, 40.138683
600, 39.67993, 41.86254, 192, 41.61586, 40.138683
412, 41.452255, 67.146286, 558, 42.956448, 63.932377
189, 77.02855, 11.261514, 414, 76.395706, 16.976707
964, 78.02958, 12.091238, 414, 76.395706, 16.976707
558, 42.956448, 63.932377, 634, 45.78863, 60.980183
179, 63.57867, 45.194572, 669, 65.36999, 40.951492
557, 67.32949, 46.123177, 669, 65.36999, 40.951492
176, 64.444275, 44.06347, 669, 65.36999, 40.951492
853, 64.64774, 44.84279, 669, 65.36999, 40.951492
934, 68.622345, 44.158905, 669, 65.36999, 40.951492
957, 50.38878, 28.220516, 524, 55.177853, 31.110964
16, 13.317101, 89.97135, 6, 14.986544, 86.41476
179, 63.57867, 45.194572, 103, 63.853077, 42.791092
557, 67.32949, 46.123177, 103, 63.853077, 42.791092
613, 68.55357, 45.730873, 103, 63.853077, 42.791092
655, 67.97339, 45.642536, 103, 63.853077, 42.791092
853, 64.64774, 44.84279, 103, 63.853077, 42.791092
115, 10.56292, 83.627045, 31, 16.71684, 82.65789
722, 4.505111, 94.03367, 21, 6.047118, 88.248634
92, 2.251259, 93.11116, 21, 6.047118, 88.248634
305, 5.2238e-2, 90.644325, 21, 6.047118, 88.248634
349, 4.265241, 83.70564, 21, 6.047118, 88.248634
743, 2.999195, 82.72091, 21, 6.047118, 88.248634
378, 6.34045, 82.998245, 463, 10.915421, 85.48517
368, 8.207121, 81.06281, 463, 10.915421, 85.48517
512, 8.623453, 81.39769, 463, 10.915421, 85.48517
167, 26.906158, 50.78488, 78, 29.044065, 55.354156
319, 24.673452, 58.158207, 78, 29.044065, 55.354156
6, 14.986544, 86.41476, 549, 18.74608, 85.721275
95, 16.148474, 89.78657, 549, 18.74608, 85.721275
417, 17.811695, 90.81024, 549, 18.74608, 85.721275
579, 16.82513, 88.407684, 549, 18.74608, 85.721275
939, 19.547676, 90.366455, 549, 18.74608, 85.721275
176, 64.444275, 44.06347, 631, 65.36901, 40.179092
207, 54.47161, 24.357338, 185, 60.730392, 23.929062
654, 54.08841, 23.365314, 185, 60.730392, 23.929062
50, 53.912647, 24.62281, 185, 60.730392, 23.929062
188, 66.19447, 40.677677, 52, 66.652794, 37.569214
470, 66.79161, 39.629025, 425, 67.539116, 36.428688
805, 70.43396, 39.53663, 425, 67.539116, 36.428688
52, 66.652794, 37.569214, 51, 69.810555, 34.27132
210, 72.10466, 39.388344, 51, 69.810555, 34.27132
425, 67.539116, 36.428688, 51, 69.810555, 34.27132
179, 63.57867, 45.194572, 502, 64.07179, 40.39694
176, 64.444275, 44.06347, 502, 64.07179, 40.39694
853, 64.64774, 44.84279, 502, 64.07179, 40.39694
26, 62.797337, 40.731842, 7, 65.960526, 38.88838
103, 63.853077, 42.791092, 7, 65.960526, 38.88838
188, 66.19447, 40.677677, 7, 65.960526, 38.88838
470, 66.79161, 39.629025, 7, 65.960526, 38.88838
502, 64.07179, 40.39694, 7, 65.960526, 38.88838
631, 65.36901, 40.179092, 7, 65.960526, 38.88838
669, 65.36999, 40.951492, 7, 65.960526, 38.88838
805, 70.43396, 39.53663, 7, 65.960526, 38.88838
