120
1, 10, 28.656693
10, 1, 28.656693
1, 18, 31.224819
18, 1, 31.224819
1, 19, 31.243358
19, 1, 31.243358
2, 11, 6.197524
11, 2, 6.197524
2, 9, 36.083156
9, 2, 36.083156
2, 7, 45.639858
7, 2, 45.639858
3, 19, 3.096209
19, 3, 3.096209
3, 5, 8.476835
5, 3, 8.476835
3, 17, 15.576957
17, 3, 15.576957
4, 20, 11.575267
20, 4, 11.575267
4, 6, 15.484148
6, 4, 15.484148
4, 15, 16.813081
15, 4, 16.813081
5, 3, 8.476835
3, 5, 8.476835
5, 19, 11.413491
19, 5, 11.413491
5, 17, 11.628925
17, 5, 11.628925
6, 16, 7.382909
16, 6, 7.382909
6, 20, 10.702740
20, 6, 10.702740
6, 4, 15.484148
4, 6, 15.484148
7, 14, 42.747025
14, 7, 42.747025
7, 11, 43.199582
11, 7, 43.199582
7, 1, 44.659429
1, 7, 44.659429
8, 12, 5.445839
12, 8, 5.445839
8, 14, 23.099014
14, 8, 23.099014
8, 15, 25.224569
15, 8, 25.224569
9, 13, 21.206755
13, 9, 21.206755
9, 11, 30.450543
11, 9, 30.450543
9, 17, 31.000727
17, 9, 31.000727
10, 18, 4.804316
18, 10, 4.804316
10, 19, 18.691188
19, 10, 18.691188
10, 3, 21.686236
3, 10, 21.686236
11, 2, 6.197524
2, 11, 6.197524
11, 9, 30.450543
9, 11, 30.450543
11, 7, 43.199582
7, 11, 43.199582
12, 8, 5.445839
8, 12, 5.445839
12, 14, 21.634007
14, 12, 21.634007
12, 15, 26.347003
15, 12, 26.347003
13, 17, 13.673823
17, 13, 13.673823
13, 9, 21.206755
9, 13, 21.206755
13, 5, 25.302746
5, 13, 25.302746
14, 15, 11.923236
15, 14, 11.923236
14, 12, 21.634007
12, 14, 21.634007
14, 8, 23.099014
8, 14, 23.099014
15, 14, 11.923236
14, 15, 11.923236
15, 20, 16.277052
20, 15, 16.277052
15, 4, 16.813081
4, 15, 16.813081
16, 6, 7.382909
6, 16, 7.382909
16, 20, 17.776645
20, 16, 17.776645
16, 4, 19.306842
4, 16, 19.306842
17, 5, 11.628925
5, 17, 11.628925
17, 13, 13.673823
13, 17, 13.673823
17, 3, 15.576957
3, 17, 15.576957
18, 10, 4.804316
10, 18, 4.804316
18, 19, 15.246785
19, 18, 15.246785
18, 3, 18.055503
3, 18, 18.055503
19, 3, 3.096209
3, 19, 3.096209
19, 5, 11.413491
5, 19, 11.413491
19, 18, 15.246785
18, 19, 15.246785
20, 6, 10.702740
6, 20, 10.702740
20, 4, 11.575267
4, 20, 11.575267
20, 15, 16.277052
15, 20, 16.277052
