60
1, 9, 31.388207
9, 1, 31.388207
1, 5, 33.495357
5, 1, 33.495357
1, 3, 33.964712
3, 1, 33.964712
2, 5, 4.518835
5, 2, 4.518835
2, 9, 7.415813
9, 2, 7.415813
2, 6, 28.514020
6, 2, 28.514020
3, 1, 33.964712
1, 3, 33.964712
3, 8, 44.310871
8, 3, 44.310871
3, 5, 47.873179
5, 3, 47.873179
4, 8, 20.675981
8, 4, 20.675981
4, 10, 43.846139
10, 4, 43.846139
4, 3, 63.248164
3, 4, 63.248164
5, 2, 4.518835
2, 5, 4.518835
5, 9, 6.142837
9, 5, 6.142837
5, 6, 33.002220
6, 5, 33.002220
6, 2, 28.514020
2, 6, 28.514020
6, 5, 33.002220
5, 6, 33.002220
6, 10, 33.425039
10, 6, 33.425039
7, 9, 37.793285
9, 7, 37.793285
7, 6, 39.453972
6, 7, 39.453972
7, 2, 40.434851
2, 7, 40.434851
8, 4, 20.675981
4, 8, 20.675981
8, 10, 34.345858
10, 8, 34.345858
8, 3, 44.310871
3, 8, 44.310871
9, 5, 6.142837
5, 9, 6.142837
9, 2, 7.415813
2, 9, 7.415813
9, 1, 31.388207
1, 9, 31.388207
10, 2, 33.188862
2, 10, 33.188862
10, 6, 33.425039
6, 10, 33.425039
10, 8, 34.345858
8, 10, 34.345858
