nodeID, x_location, y_location, parentID, parent_x_location, parent_y_location
16, 86.86947, 7.596669, 20, 80.00685, 23.995253
6, 82.581696, 13.606856, 20, 80.00685, 23.995253
4, 91.33373, 26.380293, 15, 81.73032, 40.1808
20, 80.00685, 23.995253, 15, 81.73032, 40.1808
12, 96.18981, 62.205513, 14, 77.49104, 51.324955
8, 99.61347, 57.97046, 14, 77.49104, 51.324955
15, 81.73032, 40.1808, 14, 77.49104, 51.324955
14, 77.49104, 51.324955, 7, 53.834244, 86.92922
2, 8.382138, 91.06476, 9, 7.817553, 54.98602
11, 10.665277, 85.30311, 9, 7.817553, 54.98602
7, 53.834244, 86.92922, 1, 45.05416, 43.141384
1, 45.05416, 43.141384, 19, 25.98704, 18.39078
1, 45.05416, 43.141384, 10, 44.267826, 14.49548
10, 44.267826, 14.49548, 3, 22.897697, 18.184704
18, 39.978264, 12.331893, 3, 22.897697, 18.184704
19, 25.98704, 18.39078, 3, 22.897697, 18.184704
9, 7.817553, 54.98602, 17, 8.443585, 23.991615
5, 15.237802, 14.553898, 17, 8.443585, 23.991615
13, 0.463422, 35.095238, 17, 8.443585, 23.991615
3, 22.897697, 18.184704, 17, 8.443585, 23.991615
