1000
1, 52.164984, 48.454827
2, 9.673003, 75.674921
3, 81.814855, 41.704745
4, 81.754709, 97.178599
5, 72.243959, 98.797470
6, 14.986544, 86.414753
7, 65.960525, 38.888378
8, 51.859494, 45.474183
9, 97.297455, 24.668720
10, 64.899149, 78.442309
11, 80.033058, 88.283761
12, 45.379771, 91.371168
13, 43.239150, 55.828492
14, 82.531380, 59.886810
15, 8.346981, 14.887672
16, 13.317101, 89.971348
17, 17.338861, 45.039358
18, 39.093780, 20.567234
19, 83.137974, 89.965099
20, 80.336439, 76.258554
21, 6.047118, 88.248631
22, 39.925777, 28.495022
23, 52.687583, 67.322599
24, 41.679947, 66.427990
25, 65.685989, 12.281499
26, 62.797336, 40.731842
27, 29.198408, 27.528695
28, 43.165117, 71.666974
29, 1.548713, 28.338438
30, 98.406372, 89.619886
31, 16.716841, 82.657889
32, 10.621634, 39.002651
33, 37.240974, 49.790294
34, 19.811840, 69.480519
35, 48.968764, 83.436900
36, 33.949341, 60.962969
37, 95.163046, 57.473716
38, 92.033204, 32.604217
39, 5.267700, 45.642460
40, 73.785810, 71.379558
41, 26.911943, 88.440505
42, 42.283562, 72.085567
43, 54.787090, 1.861277
44, 94.273698, 67.477647
45, 41.774410, 43.850882
46, 98.305247, 43.782018
47, 30.145495, 11.703682
48, 70.109876, 81.468169
49, 66.633885, 32.485544
50, 53.912647, 24.622811
51, 69.810552, 34.271322
52, 66.652791, 37.569214
53, 17.813245, 54.655379
54, 12.801440, 56.192015
55, 99.908039, 39.582223
56, 17.112107, 39.813088
57, 3.260082, 51.536722
58, 56.119979, 65.753054
59, 88.186650, 95.091520
60, 66.917530, 72.234851
61, 19.043327, 40.007975
62, 36.891655, 83.187134
63, 46.072594, 13.433834
64, 98.163795, 6.046677
65, 15.640495, 8.424705
66, 85.552281, 16.389832
67, 64.476454, 32.421992
68, 37.627221, 30.172678
69, 19.092370, 1.168099
70, 42.825299, 53.990509
71, 48.202206, 9.537269
72, 12.061161, 14.651486
73, 58.950748, 63.114121
74, 22.618768, 85.932041
75, 38.461912, 97.422163
76, 58.298638, 57.083843
