20000
1, 783, 0.990955
783, 1, 0.990955
1, 352, 2.733768
352, 1, 2.733768
1, 8, 2.996259
8, 1, 2.996259
1, 292, 3.308801
292, 1, 3.308801
1, 205, 4.347819
205, 1, 4.347819
1, 859, 4.550217
859, 1, 4.550217
1, 343, 4.861535
343, 1, 4.861535
1, 825, 5.007363
825, 1, 5.007363
1, 662, 5.051705
662, 1, 5.051705
1, 953, 5.166253
953, 1, 5.166253
2, 817, 1.542108
817, 2, 1.542108
2, 289, 1.751669
289, 2, 1.751669
2, 659, 2.350676
659, 2, 2.350676
2, 520, 2.400460
520, 2, 2.400460
2, 445, 2.808698
445, 2, 2.808698
2, 757, 4.354673
757, 2, 4.354673
2, 695, 4.420512
695, 2, 4.420512
2, 440, 4.941733
440, 2, 4.941733
2, 454, 5.094723
454, 2, 5.094723
2, 241, 5.455881
241, 2, 5.455881
3, 81, 1.437357
81, 3, 1.437357
3, 263, 1.633458
263, 3, 1.633458
3, 194, 1.995409
194, 3, 1.995409
3, 563, 4.824595
563, 3, 4.824595
3, 333, 4.881941
333, 3, 4.881941
3, 306, 5.319678
306, 3, 5.319678
3, 382, 5.385231
382, 3, 5.385231
3, 746, 6.089338
746, 3, 6.089338
3, 88, 6.549588
88, 3, 6.549588
3, 511, 6.837194
511, 3, 6.837194
4, 464, 1.250119
464, 4, 1.250119
4, 741, 2.340885
741, 4, 2.340885
4, 797, 3.719243
797, 4, 3.719243
4, 475, 3.736014
475, 4, 3.736014
4, 272, 3.949053
272, 4, 3.949053
4, 231, 4.682947
231, 4, 4.682947
4, 521, 4.892093
521, 4, 4.892093
4, 456, 6.162672
456, 4, 6.162672
4, 59, 6.762083
59, 4, 6.762083
4, 154, 7.168227
154, 4, 7.168227
5, 806, 0.822671
806, 5, 0.822671
5, 571, 1.151329
571, 5, 1.151329
5, 711, 1.636879
711, 5, 1.636879
5, 474, 1.693999
474, 5, 1.693999
5, 658, 2.644353
658, 5, 2.644353
5, 682, 3.127798
682, 5, 3.127798
5, 477, 3.841218
477, 5, 3.841218
5, 879, 4.752262
879, 5, 4.752262
5, 456, 5.704936
456, 5, 5.704936
5, 467, 5.812482
467, 5, 5.812482
6, 922, 1.640885
922, 6, 1.640885
6, 794, 2.454704
794, 6, 2.454704
6, 579, 2.711486
579, 6, 2.711486
6, 95, 3.566402
95, 6, 3.566402
6, 549, 3.822960
549, 6, 3.822960
6, 16, 3.928920
16, 6, 3.928920
6, 31, 4.136176
31, 6, 4.136176
6, 463, 4.175904
463, 6, 4.175904
6, 500, 4.270037
500, 6, 4.270037
6, 428, 4.643588
428, 6, 4.643588
7, 470, 1.113222
470, 7, 1.113222
7, 631, 1.419799
631, 7, 1.419799
7, 52, 1.489773
52, 7, 1.489773
7, 188, 1.804528
188, 7, 1.804528
7, 669, 2.145968
669, 7, 2.145968
7, 502, 2.417243
502, 7, 2.417243
7, 425, 2.922676
425, 7, 2.922676
7, 26, 3.661165
26, 7, 3.661165
7, 108, 4.230440
108, 7, 4.230440
7, 103, 4.435372
103, 7, 4.435372
8, 783, 2.934553
783, 8, 2.934553
8, 343, 2.979320
343, 8, 2.979320
8, 1, 2.996259
1, 8, 2.996259
8, 859, 3.388713
859, 8, 3.388713
8, 232, 4.149087
232, 8, 4.149087
8, 298, 4.796550
298, 8, 4.796550
8, 292, 5.490101
292, 8, 5.490101
8, 352, 5.502194
352, 8, 5.502194
8, 205, 5.619079
205, 8, 5.619079
8, 953, 6.113352
953, 8, 6.113352
9, 788, 0.995636
788, 9, 0.995636
9, 268, 2.423197
268, 9, 2.423197
9, 699, 2.437328
699, 9, 2.437328
9, 212, 3.326066
212, 9, 3.326066
9, 714, 3.652153
714, 9, 3.652153
9, 496, 4.391118
496, 9, 4.391118
9, 742, 4.494869
742, 9, 4.494869
9, 597, 5.531488
597, 9, 5.531488
9, 326, 6.161917
326, 9, 6.161917
9, 672, 6.487580
672, 9, 6.487580
10, 208, 0.180029
208, 10, 0.180029
10, 570, 1.967568
570, 10, 1.967568
10, 993, 1.997885
993, 10, 1.997885
10, 725, 2.030910
725, 10, 2.030910
10, 457, 2.741775
457, 10, 2.741775
10, 775, 3.130358
775, 10, 3.130358
10, 234, 3.143114
234, 10, 3.143114
10, 697, 4.337689
697, 10, 4.337689
10, 403, 4.545959
403, 10, 4.545959
10, 540, 4.563170
540, 10, 4.563170
11, 896, 1.931682
896, 11, 1.931682
11, 517, 2.207062
517, 11, 2.207062
11, 154, 2.964564
154, 11, 2.964564
11, 19, 3.530922
19, 11, 3.530922
11, 152, 3.563871
152, 11, 3.563871
11, 220, 4.108684
220, 11, 4.108684
11, 752, 4.492809
752, 11, 4.492809
11, 616, 5.753217
616, 11, 5.753217
11, 680, 6.033008
680, 11, 6.033008
11, 272, 6.237468
272, 11, 6.237468
12, 559, 0.416813
559, 12, 0.416813
12, 393, 1.343007
393, 12, 1.343007
12, 952, 2.386018
952, 12, 2.386018
12, 244, 2.547379
244, 12, 2.547379
12, 356, 4.447585
356, 12, 4.447585
12, 271, 4.531330
271, 12, 4.531330
12, 187, 4.708321
187, 12, 4.708321
12, 739, 5.169948
739, 12, 5.169948
12, 837, 5.819673
837, 12, 5.819673
12, 620, 5.879809
620, 12, 5.879809
13, 70, 1.884000
70, 13, 1.884000
13, 186, 2.721907
186, 13, 2.721907
13, 282, 2.964382
282, 13, 2.964382
