20000
1, 783
783, 1
1, 352
352, 1
1, 8
8, 1
1, 292
292, 1
1, 205
205, 1
1, 859
859, 1
1, 343
343, 1
1, 825
825, 1
1, 662
662, 1
1, 953
953, 1
2, 817
817, 2
2, 289
289, 2
2, 659
659, 2
2, 520
520, 2
2, 445
445, 2
2, 757
757, 2
2, 695
695, 2
2, 440
440, 2
2, 454
454, 2
2, 241
241, 2
3, 81
81, 3
3, 263
263, 3
3, 194
194, 3
3, 563
563, 3
3, 333
333, 3
3, 306
306, 3
3, 382
382, 3
3, 746
746, 3
3, 88
88, 3
3, 511
511, 3
4, 464
464, 4
4, 741
741, 4
4, 797
797, 4
4, 475
475, 4
4, 272
272, 4
4, 231
231, 4
4, 521
521, 4
4, 456
456, 4
4, 59
59, 4
4, 154
154, 4
5, 806
806, 5
5, 571
571, 5
5, 711
711, 5
5, 474
474, 5
5, 658
658, 5
5, 682
682, 5
5, 477
477, 5
5, 879
879, 5
5, 456
456, 5
5, 467
467, 5
6, 922
922, 6
6, 794
794, 6
6, 579
579, 6
6, 95
95, 6
6, 549
549, 6
6, 16
16, 6
6, 31
31, 6
6, 463
463, 6
6, 500
500, 6
6, 428
428, 6
7, 470
470, 7
7, 631
631, 7
7, 52
52, 7
7, 188
188, 7
7, 669
669, 7
7, 502
502, 7
7, 425
425, 7
7, 26
26, 7
7, 108
108, 7
7, 103
103, 7
8, 783
783, 8
8, 343
343, 8
8, 1
1, 8
8, 859
859, 8
8, 232
232, 8
8, 298
298, 8
8, 292
292, 8
8, 352
352, 8
8, 205
205, 8
8, 953
953, 8
9, 788
788, 9
9, 268
268, 9
9, 699
699, 9
9, 212
212, 9
9, 714
714, 9
9, 496
496, 9
9, 742
742, 9
9, 597
597, 9
9, 326
326, 9
9, 672
672, 9
10, 208
208, 10
10, 570
570, 10
10, 993
993, 10
10, 725
725, 10
10, 457
457, 10
10, 775
775, 10
10, 234
234, 10
10, 697
697, 10
10, 403
403, 10
10, 540
540, 10
11, 896
896, 11
11, 517
517, 11
11, 154
154, 11
11, 19
19, 11
11, 152
152, 11
11, 220
220, 11
11, 752
752, 11
11, 616
616, 11
11, 680
680, 11
11, 272
272, 11
12, 559
559, 12
12, 393
393, 12
12, 952
952, 12
12, 244
244, 12
12, 356
356, 12
12, 271
271, 12
12, 187
187, 12
12, 739
739, 12
12, 837
837, 12
12, 620
620, 12
13, 70
70, 13
13, 186
186, 13
13, 282
282, 13
13, 175
175, 13
13, 251
251, 13
13, 413
413, 13
13, 706
706, 13
13, 554
554, 13
13, 685
685, 13
13, 426
426, 13
14, 840
840, 14
14, 89
89, 14
14, 814
814, 14
14, 398
398, 14
14, 140
140, 14
14, 730
730, 14
14, 110
110, 14
14, 481
481, 14
14, 316
316, 14
14, 168
168, 14
15, 601
601, 15
15, 944
944, 15
15, 215
215, 15
15, 536
536, 15
15, 573
573, 15
15, 459
459, 15
15, 72
72, 15
15, 332
332, 15
15, 577
577, 15
15, 627
627, 15
16, 918
918, 16
16, 891
891, 16
16, 95
95, 16
16, 704
704, 16
16, 500
500, 16
16, 530
530, 16
16, 579
579, 16
16, 6
6, 16
16, 794
794, 16
16, 428
428, 16
17, 422
422, 17
17, 721
721, 17
17, 905
905, 17
17, 528
528, 17
17, 444
444, 17
17, 336
336, 17
17, 583
583, 17
17, 56
56, 17
17, 61
61, 17
17, 578
578, 17
18, 804
804, 18
18, 733
733, 18
18, 726
726, 18
18, 217
217, 18
18, 93
93, 18
18, 709
709, 18
18, 441
441, 18
18, 146
146, 18
18, 849
849, 18
18, 829
829, 18
19, 11
11, 19
19, 272
272, 19
19, 517
517, 19
19, 896
896, 19
19, 154
154, 19
19, 379
379, 19
19, 231
231, 19
19, 464
464, 19
19, 616
616, 19
19, 193
193, 19
20, 383
383, 20
20, 689
689, 20
20, 1000
1000, 20
20, 688
688, 20
20, 538
538, 20
20, 610
610, 20
20, 677
677, 20
20, 951
951, 20
20, 988
988, 20
20, 800
800, 20
21, 803
803, 21
21, 428
428, 21
21, 349
349, 21
21, 500
500, 21
21, 530
530, 21
21, 378
378, 21
21, 463
463, 21
21, 722
722, 21
21, 92
92, 21
21, 743
743, 21
22, 703
703, 22
22, 835
835, 22
22, 386
386, 22
22, 68
68, 22
22, 262
262, 22
22, 764
764, 22
22, 569
569, 22
22, 260
260, 22
22, 726
726, 22
22, 733
733, 22
23, 744
744, 23
23, 236
236, 23
23, 408
408, 23
23, 113
113, 23
23, 593
593, 23
23, 58
58, 23
23, 954
954, 23
23, 487
487, 23
23, 107
107, 23
23, 943
943, 23
24, 412
412, 24
24, 558
558, 24
24, 123
123, 24
24, 603
603, 24
24, 765
765, 24
24, 777
777, 24
24, 150
150, 24
24, 985
985, 24
24, 895
895, 24
24, 258
258, 24
25, 320
320, 25
25, 204
204, 25
25, 291
291, 25
25, 270
270, 25
25, 906
906, 25
25, 768
768, 25
25, 876
876, 25
25, 915
915, 25
25, 592
592, 25
25, 173
173, 25
26, 502
502, 26
26, 103
103, 26
26, 669
669, 26
26, 631
631, 26
26, 188
188, 26
26, 7
7, 26
26, 176
176, 26
26, 470
470, 26
26, 853
853, 26
26, 179
179, 26
27, 937
937, 27
27, 391
391, 27
27, 629
629, 27
27, 889
889, 27
27, 737
737, 27
27, 94
94, 27
27, 361
361, 27
27, 201
201, 27
27, 390
390, 27
27, 920
920, 27
28, 258
258, 28
28, 42
42, 28
28, 365
365, 28
28, 694
694, 28
28, 885
885, 28
28, 123
123, 28
28, 625
625, 28
28, 642
642, 28
28, 664
664, 28
28, 412
412, 28
29, 331
331, 29
29, 395
395, 29
29, 836
836, 29
29, 492
492, 29
29, 967
967, 29
29, 252
252, 29
29, 216
216, 29
29, 480
480, 29
29, 342
342, 29
29, 469
469, 29
30, 304
304, 30
30, 914
914, 30
30, 904
904, 30
30, 763
763, 30
30, 329
329, 30
30, 180
180, 30
30, 668
668, 30
30, 407
407, 30
30, 548
548, 30
30, 767
767, 30
31, 922
922, 31
31, 549
549, 31
31, 6
6, 31
31, 643
643, 31
31, 362
362, 31
31, 794
794, 31
31, 579
579, 31
31, 160
160, 31
31, 115
115, 31
31, 463
463, 31
32, 406
406, 32
32, 369
369, 32
32, 119
119, 32
32, 565
565, 32
32, 184
184, 32
32, 448
448, 32
32, 493
493, 32
32, 578
578, 32
32, 485
485, 32
32, 86
86, 32
33, 608
608, 33
33, 855
855, 33
33, 109
109, 33
33, 523
523, 33
33, 554
554, 33
33, 482
482, 33
33, 97
97, 33
33, 685
685, 33
33, 535
535, 33
33, 418
418, 33
34, 589
589, 34
34, 818
818, 34
34, 183
183, 34
34, 280
280, 34
34, 274
274, 34
34, 793
793, 34
34, 121
121, 34
34, 137
137, 34
34, 598
598, 34
34, 758
758, 34
35, 898
898, 35
35, 691
691, 35
35, 149
149, 35
35, 650
650, 35
35, 309
309, 35
35, 736
736, 35
35, 447
447, 35
35, 620
620, 35
35, 187
187, 35
35, 739
739, 35
36, 724
724, 36
36, 450
450, 36
36, 687
687, 36
36, 618
618, 36
36, 219
219, 36
36, 989
989, 36
36, 930
930, 36
36, 562
562, 36
36, 884
884, 36
36, 614
614, 36
37, 367
367, 37
37, 850
850, 37
37, 112
112, 37
37, 986
986, 37
37, 971
971, 37
37, 902
902, 37
37, 766
766, 37
37, 860
860, 37
37, 970
970, 37
37, 755
755, 37
38, 716
716, 38
38, 977
977, 38
38, 591
591, 38
38, 496
496, 38
38, 790
790, 38
38, 633
633, 38
38, 303
303, 38
38, 381
381, 38
38, 696
696, 38
38, 128
128, 38
39, 936
936, 39
39, 760
760, 39
39, 228
228, 39
39, 468
468, 39
39, 416
416, 39
39, 148
148, 39
39, 485
485, 39
39, 86
86, 39
39, 57
57, 39
39, 156
156, 39
40, 317
317, 40
40, 872
872, 40
40, 610
610, 40
40, 941
941, 40
40, 677
677, 40
40, 473
473, 40
40, 538
538, 40
40, 639
639, 40
40, 932
932, 40
40, 142
142, 40
41, 955
955, 41
41, 255
255, 41
41, 773
773, 41
41, 666
666, 41
41, 451
451, 41
41, 351
351, 41
41, 827
827, 41
41, 74
74, 41
41, 594
594, 41
41, 133
133, 41
42, 365
365, 42
42, 258
258, 42
42, 28
28, 42
42, 694
694, 42
42, 625
625, 42
42, 885
885, 42
42, 123
123, 42
42, 664
664, 42
42, 642
642, 42
42, 412
412, 42
43, 230
230, 43
43, 533
533, 43
43, 984
984, 43
43, 211
211, 43
43, 301
301, 43
43, 420
420, 43
43, 455
455, 43
43, 975
975, 43
43, 907
907, 43
43, 209
209, 43
44, 653
653, 44
44, 299
299, 44
44, 999
999, 44
44, 389
389, 44
44, 314
314, 44
44, 308
308, 44
44, 427
427, 44
44, 375
375, 44
44, 970
970, 44
44, 126
126, 44
45, 254
254, 45
45, 542
542, 45
45, 838
838, 45
45, 118
118, 45
45, 535
535, 45
45, 866
866, 45
45, 600
600, 45
45, 192
192, 45
45, 514
514, 45
45, 875
875, 45
46, 869
869, 46
46, 541
541, 46
46, 130
130, 46
46, 747
747, 46
46, 693
693, 46
46, 632
632, 46
46, 55
55, 46
46, 203
203, 46
46, 82
82, 46
46, 128
128, 46
47, 411
411, 47
47, 153
153, 47
47, 947
947, 47
47, 170
170, 47
47, 141
141, 47
47, 771
771, 47
47, 921
921, 47
47, 612
612, 47
47, 886
886, 47
47, 812
812, 47
48, 950
950, 48
48, 602
602, 48
48, 751
751, 48
48, 785
785, 48
48, 868
868, 48
48, 708
708, 48
48, 775
775, 48
48, 403
403, 48
48, 993
993, 48
48, 725
725, 48
49, 648
648, 49
49, 515
515, 49
49, 67
67, 49
49, 108
108, 49
49, 191
191, 49
49, 51
51, 49
